기획년도,주차,카테고리,라인,시즌이월,시즌,복종,소품종,성별,총입고수량,판매수량,판매액,평균택가,평균원가,총입고원가,총입고택가,매출원가계,판매택가계,주차별_평균_실판매가,월,월별_평균_실판매가,시즌별_평균_실판매가,실판매가,할인율,누적판매수량,누적판매액,누적매출원가,누적판매택가,누적판매율,ROI
2023,2023-07-30,봄_우븐 셔츠_캐쥬얼셔츠_ZA,ZA,02_이월,봄,우븐 셔츠,캐쥬얼셔츠,3:남녀공용,3382,2,38000,129900,11833,40019206,439321800,23666,259800,19000.0,7,19642.0,28721.0,19000.0,85.0,2116,64394983,24984568,274868400,62.57,0.84
2023,2023-07-30,봄_우븐 셔츠_캐쥬얼셔츠_ZB,ZB,02_이월,봄,우븐 셔츠,캐쥬얼셔츠,1:남성,8228,0,0,89900,7769,63923332,739697200,0,0,,7,19776.0,25997.0,19776.0,78.0,2354,64406606,18288226,211624600,28.61,0.63
2023,2023-07-30,봄_점퍼_패딩점퍼_ZB,ZB,02_이월,봄,점퍼,패딩점퍼,1:남성,3523,0,0,299000,28889,101775947,1053377000,0,0,,7,57957.0,70513.0,57957.0,81.0,1836,199456307,51667699,548964000,52.11,1.27
2023,2023-07-30,봄_코트_싱글코트_ZB,ZB,02_이월,봄,코트,싱글코트,1:남성,6009,0,0,359000,41091,246915819,2157231000,0,0,,7,70447.0,118208.0,70447.0,80.0,3016,381706635,123932172,1082744000,50.19,0.9
2023,2023-07-30,봄_코트_싱글코트_ZD,ZD,02_이월,봄,코트,싱글코트,1:남성,1524,0,0,359000,44903,68432172,547116000,0,0,,7,,,,,1524,148361400,68432172,547116000,100.0,0.97
2023,2023-07-30,봄_코트_싱글코트_ZE,ZE,02_이월,봄,코트,싱글코트,1:남성,3575,0,0,359000,30603,109405725,1283425000,0,0,,7,60822.0,60805.0,60822.0,83.0,958,72284473,29317674,343922000,26.8,0.33
2023,2023-07-30,봄_팬츠_니트팬츠_ZA,ZA,02_이월,봄,팬츠,니트팬츠,1:남성,5238,0,0,99900,15556,81482328,523276200,0,0,,7,21603.0,24593.0,21603.0,78.0,2197,69433159,34176532,219480300,41.94,0.36
2023,2023-07-30,봄_팬츠_니트팬츠_ZE,ZE,02_이월,봄,팬츠,니트팬츠,3:남녀공용,5015,28,508857,89900,10591,53113865,450848500,296548,2517200,18173.0,7,20405.0,24956.0,18173.0,80.0,2858,75245915,30269078,256934200,56.99,0.72
2023,2023-07-30,봄_팬츠_팬츠(일반)_ZA,ZA,02_이월,봄,팬츠,팬츠(일반),1:남성,6080,0,0,139000,17118,104077440,845120000,0,0,,7,49598.0,30304.0,49598.0,64.0,705,36718450,12067050,97995000,11.6,0.2
2023,2023-07-30,봄_팬츠_팬츠(일반)_ZE,ZE,02_이월,봄,팬츠,팬츠(일반),1:남성,22231,73,1550173,119450,14424,320671060,2655492950,1052988,8719850,21762.0,7,22440.0,24801.0,21235.0,82.0,15315,433117072,220900214,1829376750,68.89,0.54
2023,2023-07-30,사계절_니트 셔츠_라운드_ZB,ZB,01_시즌,사계절,니트 셔츠,라운드,1:남성,8765,-4,-1389760,79900,7430,65123950,700323500,-29720,-319600,347440.0,7,93621.0,37400.0,347440.0,-335.0,7111,202011241,52834730,568168900,81.13,2.01
2023,2023-07-30,사계절_데님_데님자켓_ZB,ZB,01_시즌,사계절,데님,데님자켓,1:남성,2874,9,830440,159000,13742,39494508,456966000,123678,1431000,92271.0,7,79976.0,99312.0,92271.0,42.0,969,93480166,13315998,154071000,33.72,1.81
2023,2023-07-30,사계절_데님_데님자켓_ZE,ZE,01_시즌,사계절,데님,데님자켓,1:남성,2476,0,0,159000,13500,33426000,393684000,0,0,,7,,37273.0,37273.0,77.0,16,569772,216000,2544000,0.65,0.01
2023,2023-07-30,사계절_데님_데님팬츠_ZB,ZB,01_시즌,사계절,데님,데님팬츠,1:남성,19971,147,10280960,101900,17672,352923518,2035044900,2597755,14979300,75489.0,7,64624.0,64064.0,69939.0,31.0,6043,387289955,109837719,623643034,30.26,0.69
2023,2023-07-30,사계절_소품_벨트_ZB,ZB,01_시즌,사계절,소품,벨트,1:남성,13800,166,7802315,47900,10860,149868000,661020000,1802760,7951400,47235.0,7,46121.0,45783.0,47002.0,2.0,6371,297259151,56814640,287149900,46.17,1.42
2023,2023-07-30,사계절_소품_신발_ZB,ZB,01_시즌,사계절,소품,신발,1:남성,3491,563,95001800,169000,51500,179786500,589979000,28994500,95147000,168742.0,7,168575.0,164815.0,168742.0,0.0,2286,379350250,117729000,386334000,65.48,1.26
2023,2023-07-30,사계절_소품_양말_ZB,ZB,01_시즌,사계절,소품,양말,1:남성,20650,192,955315,5733,1250,25812500,118393333,240000,1100800,5124.0,7,5294.0,5471.0,4976.0,13.0,9551,52511542,11871547,54942333,46.25,1.39
2023,2023-07-30,사계절_소품_타이_ZA,ZA,01_시즌,사계절,소품,타이,1:남성,49786,461,22870725,49900,7650,380862900,2484321400,3526650,23003900,49583.0,7,49731.0,48874.0,49611.0,1.0,26159,1283298875,202481550,1305334100,52.54,2.53
2023,2023-07-30,사계절_소품_타이_ZE,ZE,01_시즌,사계절,소품,타이,1:남성,3069,25,291725,49900,5500,16879500,153143100,137500,1247500,11704.0,7,13716.0,13655.0,11669.0,77.0,2999,39036655,16494500,149650100,97.72,1.13
2023,2023-07-30,사계절_수트_블레이져(수트)_ZB,ZB,01_시즌,사계절,수트,블레이져(수트),1:남성,34796,585,80439044,259000,43111,1500090356,9012164000,25219935,151515000,105022.0,7,105550.0,142344.0,137503.0,47.0,15313,2500473201,659005956,3966067000,44.01,1.08
2023,2023-07-30,사계절_수트_블레이져(수트)_ZC,ZC,01_시즌,사계절,수트,블레이져(수트),1:남성,7620,118,18719760,259000,48218,367421160,1973580000,5689724,30562000,160784.0,7,156508.0,165095.0,158642.0,39.0,3545,629455980,167306858,918155000,46.52,1.1
2023,2023-07-30,사계절_수트_수트팬츠_ZB,ZB,01_시즌,사계절,수트,수트팬츠,1:남성,41750,635,46756907,139000,21903,914450250,5803250000,13908405,88265000,55729.0,7,55221.0,74206.0,73633.0,47.0,16660,1438402151,361000671,2315740000,39.9,1.04
2023,2023-07-30,사계절_수트_수트팬츠_ZC,ZC,01_시즌,사계절,수트,수트팬츠,1:남성,9138,124,10491360,139000,25396,232064079,1270182000,3149042,17236000,77502.0,7,87289.0,89643.0,84608.0,39.0,3517,335279960,85340189,488863000,38.49,0.95
2023,2023-07-30,사계절_우븐 셔츠_드레스셔츠_ZB,ZB,01_시즌,사계절,우븐 셔츠,드레스셔츠,1:남성,147470,1253,45512562,69900,7511,1107684038,10308153000,9411596,87584700,37390.0,7,36741.0,35960.0,36323.0,48.0,50373,1886703419,379858171,3521072700,34.16,1.21
2023,2023-07-30,사계절_우븐 셔츠_드레스셔츠_ZE,ZE,01_시즌,사계절,우븐 셔츠,드레스셔츠,1:남성,17601,0,0,79900,6556,115392156,1406319900,0,0,,7,,21133.0,21133.0,74.0,0,0,0,0,0.0,0.0
2023,2023-07-30,사계절_자켓_싱글재킷_ZB,ZB,01_시즌,사계절,자켓,싱글재킷,1:남성,3000,11,1639000,239000,33934,101802000,717000000,373274,2629000,149000.0,7,151435.0,142581.0,149000.0,38.0,1760,256170529,59407541,420640000,58.67,1.7
2023,2023-07-30,사계절_팬츠_팬츠(일반)_ZB,ZB,01_시즌,사계절,팬츠,팬츠(일반),1:남성,27141,142,8995620,99900,12418,337050508,2711385900,1763427,14185800,64404.0,7,63666.0,61195.0,63349.0,37.0,13253,881526193,162281963,1323974700,48.83,1.9
2023,2023-07-30,여름_니트 셔츠_라운드(V넥 등)_ZB,ZB,01_시즌,여름,니트 셔츠,라운드(V넥 등),1:남성,5594,173,6080850,119900,18694,104574236,670720600,3234062,20742700,35149.0,7,40351.0,49696.0,35149.0,71.0,1696,91011778,31705024,203350400,30.32,0.49
2023,2023-07-30,여름_니트 셔츠_라운드_ZB,ZB,01_시즌,여름,니트 셔츠,라운드,3:남녀공용,100742,4327,76148024,74900,7352,740604813,7545575800,31809940,324092300,21892.0,7,23005.0,30221.0,17598.0,77.0,63659,1739425151,467545126,4726709100,63.19,1.5
2023,2023-07-30,여름_니트 셔츠_라운드_ZD,ZD,01_시즌,여름,니트 셔츠,라운드,1:남성,3836,0,0,69900,7617,29218812,268136400,0,0,,7,,19485.0,19485.0,72.0,3836,74744460,29218812,268136400,100.0,1.33
2023,2023-07-30,여름_니트 셔츠_라운드_ZE,ZE,01_시즌,여름,니트 셔츠,라운드,3:남녀공용,106757,3266,34677762,65900,6462,689842383,7035286300,21104239,215229400,10912.0,7,16274.0,17150.0,10618.0,84.0,33728,455711577,217457641,2216851200,31.59,0.29
2023,2023-07-30,여름_니트 셔츠_라운드_ZF,ZF,01_시즌,여름,니트 셔츠,라운드,1:남성,1113,33,534010,59900,7199,8012487,66668700,237567,1976700,16182.0,7,18647.0,24337.0,16182.0,73.0,371,8829139,2670829,22222900,33.33,0.67
2023,2023-07-30,여름_니트 셔츠_티에리_ZB,ZB,01_시즌,여름,니트 셔츠,티에리,1:남성,30893,1175,26901877,89900,8882,274401924,2777280700,10436742,105632500,23165.0,7,23884.0,34895.0,22895.0,75.0,22295,710990954,198091182,2004320500,72.17,1.63
2023,2023-07-30,여름_니트 셔츠_티에리_ZD,ZD,01_시즌,여름,니트 셔츠,티에리,1:남성,5122,0,0,89900,7315,37467430,460467800,0,0,,7,,14985.0,14985.0,83.0,5122,76753170,37467430,460467800,100.0,0.86
2023,2023-07-30,여름_니트 셔츠_티에리_ZE,ZE,01_시즌,여름,니트 셔츠,티에리,1:남성,15620,26,567002,89900,7718,120555160,1404238000,200668,2337400,21808.0,7,19405.0,25592.0,21808.0,76.0,15078,291981954,116372004,1355512200,96.53,1.24
2023,2023-07-30,여름_데님_데님팬츠_ZF,ZF,01_시즌,여름,데님,데님팬츠,1:남성,493,6,177310,139000,26138,12886034,68527000,156828,834000,29552.0,7,48764.0,58090.0,29552.0,79.0,151,10741526,3943949,20989000,30.63,0.45
2023,2023-07-30,여름_수트_블레이져(수트)_ZA,ZA,01_시즌,여름,수트,블레이져(수트),1:남성,10903,154,31154303,359000,63357,690785005,3914177000,9757029,55286000,224513.0,7,219774.0,228578.0,202301.0,44.0,6209,1304483891,391646308,2209831000,56.95,1.15
2023,2023-07-30,여름_수트_블레이져(수트)_ZB,ZB,01_시즌,여름,수트,블레이져(수트),1:남성,19800,122,22574132,259000,56988,1128372300,5128200000,6952597,31598000,184620.0,7,180052.0,189092.0,185034.0,29.0,14104,2752953944,810787244,3652936000,71.23,1.5
2023,2023-07-30,여름_수트_블레이져(수트)_ZC,ZC,01_시즌,여름,수트,블레이져(수트),1:남성,9657,62,13492290,289000,60600,585219028,2790873000,3757231,17918000,225240.0,7,196206.0,203628.0,217618.0,25.0,6771,1389639357,408616041,1947369000,70.11,1.46
2023,2023-07-30,여름_수트_수트팬츠_ZA,ZA,01_시즌,여름,수트,수트팬츠,1:남성,13185,163,18908493,205667,33110,436550955,2711715000,5396876,33523667,130771.0,7,126339.0,131660.0,116003.0,44.0,7115,842095860,234549275,1448545000,53.96,1.22
2023,2023-07-30,여름_수트_수트팬츠_ZB,ZB,01_시즌,여름,수트,수트팬츠,1:남성,23757,154,15307772,139000,29204,693799428,3302223000,4497416,21406000,100714.0,7,97836.0,101957.0,99401.0,28.0,15881,1665646212,469493539,2207459000,66.85,1.51
2023,2023-07-30,여름_수트_수트팬츠_ZC,ZC,01_시즌,여름,수트,수트팬츠,1:남성,11576,85,9767890,159000,31410,363602160,1840584000,2669850,13515000,111939.0,7,106177.0,113376.0,114916.0,28.0,6995,784438733,218441147,1105945000,60.43,1.36
2023,2023-07-30,여름_스웨터_T-에리_ZA,ZA,01_시즌,여름,스웨터,T-에리,1:남성,8321,296,11496040,109900,13619,113323699,914477900,4031224,32530400,38808.0,7,40750.0,47406.0,38838.0,65.0,4903,231452580,66773957,538839700,58.92,1.27
2023,2023-07-30,여름_스웨터_T-에리_ZB,ZB,01_시즌,여름,스웨터,T-에리,1:남성,54868,1814,50802775,99900,9992,548268490,5481313200,18126395,181218600,26973.0,7,28499.0,38602.0,28006.0,72.0,44435,1627444297,442888338,4439056500,80.99,1.89
2023,2023-07-30,여름_스웨터_T-에리_ZD,ZD,01_시즌,여름,스웨터,T-에리,1:남성,4528,0,0,99900,11498,52062944,452347200,0,0,,7,,27750.0,27750.0,72.0,4528,125652000,52062944,452347200,100.0,1.19
2023,2023-07-30,여름_스웨터_T-에리_ZE,ZE,01_시즌,여름,스웨터,T-에리,1:남성,16807,44,1047944,99900,8225,138237575,1679019300,361900,4395600,25620.0,7,23898.0,23834.0,23817.0,76.0,16182,390493223,133096950,1616581800,96.28,1.61
2023,2023-07-30,여름_스웨터_T-에리_ZF,ZF,01_시즌,여름,스웨터,T-에리,1:남성,587,11,342970,109900,12611,7402657,64511300,138721,1208900,31179.0,7,36752.0,45590.0,31179.0,72.0,251,11449925,3165361,27584900,42.76,0.98
2023,2023-07-30,여름_스웨터_라운드_ZA,ZA,01_시즌,여름,스웨터,라운드,1:남성,6178,206,8461170,109900,11520,71173649,678962200,2373223,22639400,41110.0,7,40677.0,48922.0,41074.0,63.0,3734,189083949,43017548,410366600,60.44,1.81
2023,2023-07-30,여름_스웨터_라운드_ZB,ZB,01_시즌,여름,스웨터,라운드,1:남성,23800,469,15683276,89900,11157,265536600,2139620000,5232633,42163100,33235.0,7,34232.0,42705.0,33440.0,63.0,14533,637771316,162130177,1306516700,61.06,1.57
2023,2023-07-30,여름_스웨터_라운드_ZE,ZE,01_시즌,여름,스웨터,라운드,1:남성,14859,368,6438273,99900,8490,126152910,1484414100,3124320,36763200,17495.0,7,20926.0,19576.0,17495.0,82.0,7581,168023934,64362690,757341900,51.02,0.7
2023,2023-07-30,여름_스웨터_라운드_ZF,ZF,01_시즌,여름,스웨터,라운드,1:남성,1076,18,561721,103233,13643,14679509,111079067,245568,1858200,30934.0,7,36374.0,44677.0,31207.0,70.0,231,10864901,3156021,23866899,21.47,0.46
2023,2023-07-30,여름_스웨터_오픈형(CARDIGAN)_ZF,ZF,01_시즌,여름,스웨터,오픈형(CARDIGAN),1:남성,758,21,1203440,149900,18183,13782714,113624200,381843,3147900,55964.0,7,60109.0,70875.0,57307.0,62.0,178,12724796,3236574,26682200,23.48,0.6
2023,2023-07-30,여름_스커트_Short 스커트_ZF,ZF,01_시즌,여름,스커트,Short 스커트,1:남성,410,11,377100,139000,16026,6570660,56990000,176286,1529000,34397.0,7,39085.0,48253.0,34282.0,75.0,139,6834195,2233329,19321000,33.9,0.61
2023,2023-07-30,여름_우븐 셔츠_드레스셔츠_ZB,ZB,01_시즌,여름,우븐 셔츠,드레스셔츠,1:남성,79187,1964,44731323,69900,6333,501491271,5535171300,12438012,137283600,22770.0,7,25832.0,30506.0,22776.0,67.0,33984,1104309313,203960288,2375481600,42.92,1.6
2023,2023-07-30,여름_우븐 셔츠_드레스셔츠_ZE,ZE,01_시즌,여름,우븐 셔츠,드레스셔츠,1:남성,62599,2599,35667455,79900,4920,307987080,5001660100,12787080,207660100,13738.0,7,18262.0,22141.0,13724.0,83.0,32122,646147166,159265265,2566547800,51.31,1.39
2023,2023-07-30,여름_우븐 셔츠_캐쥬얼셔츠_ZA,ZA,01_시즌,여름,우븐 셔츠,캐쥬얼셔츠,1:남성,18805,431,13602484,115486,11917,224096499,2171708857,5136165,49774343,37246.0,7,40160.0,49883.0,31560.0,73.0,8980,412118431,107417933,1049999285,47.75,1.19
2023,2023-07-30,여름_우븐 셔츠_캐쥬얼셔츠_ZB,ZB,01_시즌,여름,우븐 셔츠,캐쥬얼셔츠,1:남성,60865,1743,29627497,89900,6803,414040249,5471763500,11856932,156695700,16878.0,7,19995.0,29276.0,16998.0,81.0,29165,923893862,197219978,2621933500,47.92,1.55
2023,2023-07-30,여름_우븐 셔츠_캐쥬얼셔츠_ZE,ZE,01_시즌,여름,우븐 셔츠,캐쥬얼셔츠,3:남녀공용,18537,97,1619940,99900,6998,129721926,1851846300,678806,9690300,16979.0,7,24366.0,22803.0,16700.0,83.0,16915,342027459,121419950,1689808500,91.25,1.46
2023,2023-07-30,여름_우븐 셔츠_캐쥬얼셔츠_ZF,ZF,01_시즌,여름,우븐 셔츠,캐쥬얼셔츠,1:남성,2160,106,2064306,124675,8634,18649980,269298000,915230,13215550,17976.0,7,24199.0,45570.0,19475.0,84.0,998,37783659,8620647,124457000,46.2,1.38
2023,2023-07-30,여름_자켓_싱글재킷_ZA,ZA,01_시즌,여름,자켓,싱글재킷,1:남성,30109,425,55150900,295667,38690,1164902156,8902227667,16443038,125658333,137116.0,7,141820.0,159446.0,129767.0,56.0,18133,2817991036,699114557,5351823667,60.22,1.6
2023,2023-07-30,여름_자켓_싱글재킷_ZD,ZD,01_시즌,여름,자켓,싱글재킷,1:남성,1937,0,0,299000,39376,76271312,579163000,0,0,,7,,81750.0,81750.0,73.0,1937,158349750,76271312,579163000,100.0,0.89
2023,2023-07-30,여름_자켓_싱글재킷_ZE,ZE,01_시즌,여름,자켓,싱글재킷,1:남성,5188,0,0,239000,28116,145865808,1239932000,0,0,,7,68489.0,82397.0,68489.0,71.0,3555,284075285,99952380,849645000,68.52,1.09
2023,2023-07-30,여름_자켓_싱글재킷_ZF,ZF,01_시즌,여름,자켓,싱글재킷,1:남성,449,3,245150,299000,40586,18223114,134251000,121758,897000,81717.0,7,97500.0,115114.0,81717.0,73.0,95,12084640,3855670,28405000,21.16,0.39
2023,2023-07-30,여름_점퍼_점퍼_ZB,ZB,01_시즌,여름,점퍼,점퍼,1:남성,19166,130,8466303,271000,32893,630431071,5193986000,4276116,35230000,88853.0,7,97241.0,129556.0,65125.0,76.0,10678,1532008202,354565237,2896881000,55.71,1.65
2023,2023-07-30,여름_점퍼_점퍼_ZE,ZE,01_시즌,여름,점퍼,점퍼,1:남성,8058,35,2007099,259000,21965,176993970,2087022000,768775,9065000,57138.0,7,53895.0,60568.0,57346.0,78.0,1820,126813069,39976300,471380000,22.59,0.43
2023,2023-07-30,여름_점퍼_점퍼_ZF,ZF,01_시즌,여름,점퍼,점퍼,1:남성,409,5,348120,259000,21397,8751373,105931000,106985,1295000,69624.0,7,76275.0,99239.0,69624.0,73.0,70,8403400,1497790,18130000,17.11,0.7
2023,2023-07-30,여름_팬츠_니트팬츠_ZB,ZB,01_시즌,여름,팬츠,니트팬츠,1:남성,15464,639,16301051,109450,17872,276372608,1692534800,11420208,69938550,34578.0,7,37687.0,45563.0,25510.0,77.0,4881,221052787,87231482,534225450,31.56,0.41
2023,2023-07-30,여름_팬츠_니트팬츠_ZD,ZD,01_시즌,여름,팬츠,니트팬츠,1:남성,6242,0,0,89900,6152,38400784,561155800,0,0,,7,,14985.0,14985.0,83.0,6242,93536370,38400784,561155800,100.0,1.21
2023,2023-07-30,여름_팬츠_니트팬츠_ZE,ZE,01_시즌,여름,팬츠,니트팬츠,1:남성,9374,241,4233990,79900,12190,114269060,748982600,2937790,19255900,17568.0,7,21188.0,26385.0,17568.0,78.0,2251,47041881,27439690,179854900,24.01,0.13
2023,2023-07-30,여름_팬츠_반바지_ZA,ZA,01_시즌,여름,팬츠,반바지,1:남성,1923,91,3296700,89900,14960,28768080,172877700,1361360,8180900,36227.0,7,35657.0,38841.0,36227.0,60.0,528,19097600,7898733,47467200,27.46,0.33
2023,2023-07-30,여름_팬츠_반바지_ZB,ZB,01_시즌,여름,팬츠,반바지,1:남성,25088,962,23496220,86567,9254,232172715,2171784533,8902669,83277133,25537.0,7,25408.0,32807.0,24424.0,72.0,11732,344553114,108919070,1016143466,46.76,0.88
2023,2023-07-30,여름_팬츠_반바지_ZD,ZD,01_시즌,여름,팬츠,반바지,1:남성,3602,0,0,79900,9975,35929950,287799800,0,0,,7,,19485.0,19485.0,76.0,3602,70184970,24663618,287799800,100.0,1.09
2023,2023-07-30,여름_팬츠_반바지_ZE,ZE,01_시즌,여름,팬츠,반바지,1:남성,13581,621,8676283,79900,6120,83115720,1085121900,3800520,49617900,13971.0,7,16028.0,17123.0,13971.0,83.0,4641,80465932,28161376,370815900,34.17,0.54
2023,2023-07-30,여름_팬츠_반바지_ZF,ZF,01_시즌,여름,팬츠,반바지,1:남성,967,46,1259154,99900,15365,14857955,96603300,706790,4595400,28296.0,7,34755.0,36223.0,27373.0,73.0,283,10379849,4345560,28271700,29.27,0.34
2023,2023-07-30,여름_팬츠_팬츠(일반)_ZA,ZA,01_시즌,여름,팬츠,팬츠(일반),1:남성,35860,499,32099350,139000,16327,585498173,4984540000,8147339,69361000,55829.0,7,58909.0,73028.0,64327.0,54.0,20306,1609426897,328714898,2822534000,56.63,1.94
2023,2023-07-30,여름_팬츠_팬츠(일반)_ZB,ZB,01_시즌,여름,팬츠,팬츠(일반),1:남성,102827,4480,118597981,99900,9522,979067280,10272417300,42656320,447552000,26920.0,7,28779.0,43143.0,26473.0,74.0,53479,2125822313,507706408,5342552100,52.01,1.46
2023,2023-07-30,여름_팬츠_팬츠(일반)_ZE,ZE,01_시즌,여름,팬츠,팬츠(일반),1:남성,37978,216,4575377,109675,10929,415071056,4165237150,2360718,23689800,19812.0,7,23322.0,27426.0,21182.0,81.0,25198,661113095,275069566,2764421525,66.35,0.79
2023,2023-07-30,여름_팬츠_팬츠(일반)_ZF,ZF,01_시즌,여름,팬츠,팬츠(일반),1:남성,1786,23,710469,139000,18140,32398040,248254000,417220,3197000,30579.0,7,37965.0,49352.0,30890.0,78.0,265,14467771,4778234,36835000,14.84,0.26
2023,2023-08-06,가을_수트_블레이져(수트)_ZB,ZB,01_시즌,가을,수트,블레이져(수트),1:남성,10616,178,39450600,279000,51925,551235800,2961864000,9242650,49662000,221467.0,8,201891.0,183740.0,221633.0,21.0,519,115132140,26943306,144801000,4.89,0.14
2023,2023-08-06,가을_수트_블레이져(수트)_ZC,ZC,01_시즌,가을,수트,블레이져(수트),1:남성,3484,42,9357660,279000,52123,181596532,972036000,2189166,11718000,222801.0,8,202092.0,181540.0,222801.0,20.0,119,25115580,6202637,33201000,3.42,0.09
2023,2023-08-06,가을_수트_수트팬츠_ZB,ZB,01_시즌,가을,수트,수트팬츠,1:남성,12738,199,23497300,149000,25836,329094722,1897962000,5141298,29651000,118052.0,8,107769.0,98050.0,118077.0,21.0,575,68072140,14822640,85675000,4.51,0.14
2023,2023-08-06,가을_수트_수트팬츠_ZC,ZC,01_시즌,가을,수트,수트팬츠,1:남성,4180,33,3832280,149000,25566,106865880,622820000,843678,4917000,116130.0,8,107183.0,96808.0,116130.0,22.0,116,12927240,2965656,17284000,2.78,0.08
2023,2023-08-06,가을_우븐 셔츠_캐쥬얼셔츠_ZB,ZB,01_시즌,가을,우븐 셔츠,캐쥬얼셔츠,1:남성,11824,68,4000000,79900,8264,97719448,944737600,561986,5433200,58834.0,8,57895.0,46126.0,58824.0,26.0,199,11745800,1644636,15900100,1.68,0.09
2023,2023-08-06,가을_팬츠_팬츠(일반)_ZB,ZB,01_시즌,가을,팬츠,팬츠(일반),1:남성,22020,173,11937000,99900,10128,223029570,2199798000,1752230,17282700,69000.0,8,68358.0,57327.0,69000.0,31.0,351,24466200,3555103,35064900,1.59,0.08
2023,2023-08-06,겨울_우븐 셔츠_캐쥬얼셔츠_ZA,ZA,01_시즌,겨울,우븐 셔츠,캐쥬얼셔츠,1:남성,5435,2,199800,99900,10378,56404430,542956500,20756,199800,99900.0,8,85176.0,71801.0,99900.0,0.0,57,5664330,591546,5694300,1.05,0.08
2023,2023-08-06,겨울_팬츠_팬츠(일반)_ZG,ZG,01_시즌,겨울,팬츠,팬츠(일반),1:남성,2575,0,0,99900,18100,46607500,257242500,0,0,,8,,69577.0,69577.0,30.0,0,0,0,0,0.0,0.0
2023,2023-08-06,봄_가죽&FUR_가죽점퍼_ZA,ZA,02_이월,봄,가죽&FUR,가죽점퍼,1:남성,352,0,0,1149000,265036,93292672,404448000,0,0,,8,549000.0,548612.0,549000.0,52.0,166,107630150,43995976,190734000,47.16,0.58
2023,2023-08-06,봄_니트 셔츠_라운드_ZA,ZA,02_이월,봄,니트 셔츠,라운드,3:남녀공용,6723,33,1597000,119900,18365,123467895,806087700,606045,3956700,48394.0,8,47109.0,35715.0,48394.0,60.0,3145,168681597,57757925,377085500,46.78,0.77
2023,2023-08-06,봄_니트 셔츠_라운드_ZE,ZE,02_이월,봄,니트 셔츠,라운드,3:남녀공용,10738,49,755026,89900,12062,129521756,965346200,591038,4405100,15409.0,8,17337.0,22593.0,15409.0,83.0,5724,153350574,69042888,514587600,53.31,0.54
2023,2023-08-06,봄_니트 셔츠_오픈형티(맨투맨 등)_ZA,ZA,02_이월,봄,니트 셔츠,오픈형티(맨투맨 등),1:남성,5030,0,0,139900,16687,83935610,703697000,0,0,,8,40380.0,35848.0,40380.0,71.0,2790,134118291,46556730,390321000,55.47,0.9
2023,2023-08-06,봄_수트_블레이져(수트)_ZB,ZB,02_이월,봄,수트,블레이져(수트),1:남성,9666,35,4993520,259000,53988,521852841,2503494000,1889598,9065000,149357.0,8,145771.0,159070.0,142672.0,45.0,5679,1119017479,305064137,1470861000,58.75,1.36
2023,2023-08-06,봄_수트_블레이져(수트)_ZC,ZC,02_이월,봄,수트,블레이져(수트),1:남성,2406,13,1973580,259000,56648,136295088,623154000,736424,3367000,151814.0,8,172155.0,161179.0,151814.0,41.0,1792,361167172,90602448,464128000,74.48,1.74
2023,2023-08-06,봄_수트_블레이져(수트)_ZE,ZE,02_이월,봄,수트,블레이져(수트),1:남성,2619,8,527872,369000,41458,108578502,966411000,331664,2952000,65984.0,8,74269.0,62887.0,65984.0,82.0,751,72278523,31134958,277119000,28.68,0.32
2023,2023-08-06,봄_수트_수트팬츠_ZB,ZB,02_이월,봄,수트,수트팬츠,1:남성,11599,38,2913440,139000,28018,324977882,1612261000,1064674,5282000,80157.0,8,79487.0,87522.0,76669.0,45.0,6219,656753193,173376807,864441000,53.62,1.3
2023,2023-08-06,봄_수트_수트팬츠_ZC,ZC,02_이월,봄,수트,수트팬츠,1:남성,2892,12,975780,139000,23501,67964892,401988000,282012,1668000,81315.0,8,106344.0,89177.0,81315.0,42.0,1876,203527410,46499870,260764000,64.87,2.04
2023,2023-08-06,봄_수트_수트팬츠_ZE,ZE,02_이월,봄,수트,수트팬츠,1:남성,3145,7,309284,199000,18954,59610330,625855000,132678,1393000,44183.0,8,41004.0,33557.0,44183.0,78.0,940,40164264,17816760,187060000,29.89,0.31
2023,2023-08-06,봄_스웨터_T-에리_ZA,ZA,02_이월,봄,스웨터,T-에리,1:남성,11342,11,329000,109900,13081,148364702,1246485800,143891,1208900,29909.0,8,29426.0,28030.0,29909.0,73.0,5642,215478253,73803002,620055800,49.74,0.82
2023,2023-08-06,봄_스웨터_T-에리_ZD,ZD,02_이월,봄,스웨터,T-에리,1:남성,3802,0,0,119900,13469,51209138,455859800,0,0,,8,,,,,3802,117804970,51209138,455859800,100.0,1.09
2023,2023-08-06,봄_스웨터_T-에리_ZE,ZE,02_이월,봄,스웨터,T-에리,1:남성,10326,6,170703,119900,13310,137439060,1238087400,79860,719400,28450.0,8,29742.0,20523.0,28450.0,76.0,6422,181639782,85476820,769997800,62.19,0.58
2023,2023-08-06,봄_스웨터_라운드_ZB,ZB,02_이월,봄,스웨터,라운드,1:남성,18220,22,1018000,109900,12798,233170450,2002378000,281545,2417800,46273.0,8,38992.0,28621.0,46273.0,58.0,11302,537149431,144969154,1242089800,62.03,1.47
2023,2023-08-06,봄_스웨터_라운드_ZE,ZE,02_이월,봄,스웨터,라운드,1:남성,17231,35,747859,119900,10930,188334830,2065996900,382550,4196500,21367.0,8,18066.0,16948.0,21367.0,82.0,9707,242333413,106097510,1163869300,56.33,0.61
