Unnamed: 0,주차,라인,성별,기획년도,시즌이월,상품년차,시즌,복종,소품종,카테고리,할인율,판매액,판매수량,매출원가,판매택가
6157,2023-01-22,ZB,1:남성,2023,01_시즌,당해년도,여름,우븐 셔츠,드레스셔츠,우븐 셔츠_드레스셔츠_ZB,0.0,0,0,0,0
6172,2023-01-29,ZA,3:남녀공용,2023,01_시즌,당해년도,봄,우븐 셔츠,캐쥬얼셔츠,우븐 셔츠_캐쥬얼셔츠_ZA,54.58044649730562,767000,13,133164,1688700
6173,2023-01-29,ZA,3:남녀공용,2023,01_시즌,당해년도,여름,우븐 셔츠,캐쥬얼셔츠,우븐 셔츠_캐쥬얼셔츠_ZA,52.9755318969831,6492862,125,1092520,13657500
6174,2023-01-29,ZB,1:남성,2023,01_시즌,당해년도,봄,수트,블레이져(수트),수트_블레이져(수트)_ZB,22.34244216992141,105588052,524,26258551,135716000
6175,2023-01-29,ZB,1:남성,2023,01_시즌,당해년도,봄,수트,수트팬츠,수트_수트팬츠_ZB,22.107105546454125,64038836,591,15588311,82149000
6176,2023-01-29,ZB,1:남성,2023,01_시즌,당해년도,봄,스웨터,라운드,스웨터_라운드_ZB,46.78548897265912,32704754,558,7044172,61324200
6177,2023-01-29,ZB,1:남성,2023,01_시즌,당해년도,봄,스웨터,오픈형(CARDIGAN),스웨터_오픈형(CARDIGAN)_ZB,40.81521611869765,5560588,47,906356,9395300
6179,2023-01-29,ZB,1:남성,2023,01_시즌,당해년도,봄,점퍼,패딩점퍼,점퍼_패딩점퍼_ZB,46.87817587169017,28749000,181,4435141,54119000
6180,2023-01-29,ZB,1:남성,2023,01_시즌,당해년도,봄,코트,싱글코트,코트_싱글코트_ZB,44.81828786605945,12286441,62,2576670,22258000
6181,2023-01-29,ZB,1:남성,2023,01_시즌,당해년도,사계절,니트 셔츠,라운드,니트 셔츠_라운드_ZB,64.27079657024697,4596169,161,1196196,12863900
6183,2023-01-29,ZB,1:남성,2023,01_시즌,당해년도,사계절,데님,데님팬츠,데님_데님팬츠_ZB,37.48811840659665,9438121,142,2530125,15135800
6184,2023-01-29,ZB,1:남성,2023,01_시즌,당해년도,사계절,수트,블레이져(수트),수트_블레이져(수트)_ZB,22.66069109347798,64299608,320,13757970,82880000
6185,2023-01-29,ZB,1:남성,2023,01_시즌,당해년도,사계절,수트,수트팬츠,수트_수트팬츠_ZB,22.062898175551933,41074603,378,8080933,52542000
6186,2023-01-29,ZB,1:남성,2023,01_시즌,당해년도,사계절,우븐 셔츠,드레스셔츠,우븐 셔츠_드레스셔츠_ZB,46.1559877062553,84022294,2249,14887308,157205100
6187,2023-01-29,ZB,1:남성,2023,01_시즌,당해년도,사계절,자켓,싱글재킷,자켓_싱글재킷_ZB,38.39769874476988,12072819,82,2636052,19598000
6189,2023-01-29,ZB,1:남성,2023,01_시즌,당해년도,여름,수트,블레이져(수트),수트_블레이져(수트)_ZB,22.17382380038118,68680848,341,19769266,88319000
6190,2023-01-29,ZB,1:남성,2023,01_시즌,당해년도,여름,수트,수트팬츠,수트_수트팬츠_ZB,21.956108245725297,45932180,422,12689882,58658000
6191,2023-01-29,ZB,1:남성,2023,01_시즌,당해년도,여름,우븐 셔츠,드레스셔츠,우븐 셔츠_드레스셔츠_ZB,0.0,0,0,0,0
6206,2023-02-05,ZA,3:남녀공용,2023,01_시즌,당해년도,봄,우븐 셔츠,캐쥬얼셔츠,우븐 셔츠_캐쥬얼셔츠_ZA,46.88221709006928,-69000,-1,-21368,-129900
6207,2023-02-05,ZA,3:남녀공용,2023,01_시즌,당해년도,여름,우븐 셔츠,캐쥬얼셔츠,우븐 셔츠_캐쥬얼셔츠_ZA,52.765698724128285,4954000,96,877945,10340400
6208,2023-02-05,ZB,1:남성,2023,01_시즌,당해년도,봄,수트,블레이져(수트),수트_블레이져(수트)_ZB,22.123580138793955,76293630,375,18846989,97125000
6209,2023-02-05,ZB,1:남성,2023,01_시즌,당해년도,봄,수트,수트팬츠,수트_수트팬츠_ZB,20.826966090966938,45017930,408,10787502,56712000
6210,2023-02-05,ZB,1:남성,2023,01_시즌,당해년도,봄,스웨터,라운드,스웨터_라운드_ZB,46.87282793607804,44410488,761,9611887,83633900
6211,2023-02-05,ZB,1:남성,2023,01_시즌,당해년도,봄,스웨터,오픈형(CARDIGAN),스웨터_오픈형(CARDIGAN)_ZB,45.70872503879772,15295100,153,2654224,28604700
6213,2023-02-05,ZB,1:남성,2023,01_시즌,당해년도,봄,점퍼,패딩점퍼,점퍼_패딩점퍼_ZB,30.493802872319492,-3533000,-17,-442382,-5083000
6214,2023-02-05,ZB,1:남성,2023,01_시즌,당해년도,봄,코트,싱글코트,코트_싱글코트_ZB,48.75978246451784,5669000,31,1236046,11129000
6215,2023-02-05,ZB,1:남성,2023,01_시즌,당해년도,사계절,니트 셔츠,라운드,니트 셔츠_라운드_ZB,61.387179984370135,6571400,213,1582544,17018700
6217,2023-02-05,ZB,1:남성,2023,01_시즌,당해년도,사계절,데님,데님팬츠,데님_데님팬츠_ZB,33.3705034341977,8023000,117,2079281,12128300
6218,2023-02-05,ZB,1:남성,2023,01_시즌,당해년도,사계절,수트,블레이져(수트),수트_블레이져(수트)_ZB,21.647381890576085,76140720,375,16172217,97125000
6219,2023-02-05,ZB,1:남성,2023,01_시즌,당해년도,사계절,수트,수트팬츠,수트_수트팬츠_ZB,22.033687201499305,45088272,416,8812529,57824000
6220,2023-02-05,ZB,1:남성,2023,01_시즌,당해년도,사계절,우븐 셔츠,드레스셔츠,우븐 셔츠_드레스셔츠_ZB,45.27373820685958,77158953,2035,14083048,142246500
6221,2023-02-05,ZB,1:남성,2023,01_시즌,당해년도,사계절,자켓,싱글재킷,자켓_싱글재킷_ZB,37.94732955943884,12606000,85,2854043,20315000
6223,2023-02-05,ZB,1:남성,2023,01_시즌,당해년도,여름,수트,블레이져(수트),수트_블레이져(수트)_ZB,20.43795675906404,88256840,429,24882622,111111000
6224,2023-02-05,ZB,1:남성,2023,01_시즌,당해년도,여름,수트,수트팬츠,수트_수트팬츠_ZB,20.63442546901291,55391500,502,15070244,69778000
6225,2023-02-05,ZB,1:남성,2023,01_시즌,당해년도,여름,우븐 셔츠,드레스셔츠,우븐 셔츠_드레스셔츠_ZB,0.0,0,0,0,0
6242,2023-02-12,ZA,3:남녀공용,2023,01_시즌,당해년도,봄,우븐 셔츠,캐쥬얼셔츠,우븐 셔츠_캐쥬얼셔츠_ZA,58.429561200923786,648000,12,141992,1558800
6243,2023-02-12,ZA,3:남녀공용,2023,01_시즌,당해년도,여름,우븐 셔츠,캐쥬얼셔츠,우븐 셔츠_캐쥬얼셔츠_ZA,53.40071686149197,9137100,178,1693791,19282200
6244,2023-02-12,ZB,1:남성,2023,01_시즌,당해년도,봄,수트,블레이져(수트),수트_블레이져(수트)_ZB,20.89385369532428,62740160,308,15587376,79772000
6245,2023-02-12,ZB,1:남성,2023,01_시즌,당해년도,봄,수트,수트팬츠,수트_수트팬츠_ZB,20.856545569531303,32976360,302,8016701,41978000
6246,2023-02-12,ZB,1:남성,2023,01_시즌,당해년도,봄,스웨터,라운드,스웨터_라운드_ZB,47.560316952949286,41466380,721,9070544,79237900
6247,2023-02-12,ZB,1:남성,2023,01_시즌,당해년도,봄,스웨터,오픈형(CARDIGAN),스웨터_오픈형(CARDIGAN)_ZB,49.74802478117535,12616853,136,2254573,24726400
6249,2023-02-12,ZB,1:남성,2023,01_시즌,당해년도,봄,점퍼,패딩점퍼,점퍼_패딩점퍼_ZB,54.06911928651059,9888000,72,2080643,21528000
6250,2023-02-12,ZB,1:남성,2023,01_시즌,당해년도,봄,코트,싱글코트,코트_싱글코트_ZB,35.27807941079269,9525500,55,2041935,19745000
6251,2023-02-12,ZB,1:남성,2023,01_시즌,당해년도,사계절,니트 셔츠,라운드,니트 셔츠_라운드_ZB,63.95366960499185,8006683,278,2065480,22212200
6253,2023-02-12,ZB,1:남성,2023,01_시즌,당해년도,사계절,데님,데님팬츠,데님_데님팬츠_ZB,33.57423473075384,11571000,169,3028019,17793100
6254,2023-02-12,ZB,1:남성,2023,01_시즌,당해년도,사계절,수트,블레이져(수트),수트_블레이져(수트)_ZB,20.575203252032523,70336630,343,14804810,88837000
6255,2023-02-12,ZB,1:남성,2023,01_시즌,당해년도,사계절,수트,수트팬츠,수트_수트팬츠_ZB,20.62350597609562,38484930,350,7432659,48650000
6256,2023-02-12,ZB,1:남성,2023,01_시즌,당해년도,사계절,우븐 셔츠,드레스셔츠,우븐 셔츠_드레스셔츠_ZB,44.3651399609563,81543795,2100,14713281,146790000
6257,2023-02-12,ZB,1:남성,2023,01_시즌,당해년도,사계절,자켓,싱글재킷,자켓_싱글재킷_ZB,37.65690376569037,15198000,102,3461317,24378000
6259,2023-02-12,ZB,1:남성,2023,01_시즌,당해년도,여름,수트,블레이져(수트),수트_블레이져(수트)_ZB,20.43628295054257,104667080,509,29568343,131831000
6260,2023-02-12,ZB,1:남성,2023,01_시즌,당해년도,여름,수트,수트팬츠,수트_수트팬츠_ZB,20.41592011888368,63028160,571,17166157,79369000
6261,2023-02-12,ZB,1:남성,2023,01_시즌,당해년도,여름,우븐 셔츠,드레스셔츠,우븐 셔츠_드레스셔츠_ZB,0.0,0,0,0,0
6280,2023-02-19,ZA,3:남녀공용,2023,01_시즌,당해년도,봄,우븐 셔츠,캐쥬얼셔츠,우븐 셔츠_캐쥬얼셔츠_ZA,58.429561200923786,1188000,22,260318,2857800
6281,2023-02-19,ZA,3:남녀공용,2023,01_시즌,당해년도,여름,우븐 셔츠,캐쥬얼셔츠,우븐 셔츠_캐쥬얼셔츠_ZA,52.544172850428495,8340900,160,1522670,17334000
6282,2023-02-19,ZB,1:남성,2023,01_시즌,당해년도,봄,수트,블레이져(수트),수트_블레이져(수트)_ZB,20.870847789178416,45185140,221,11431249,57239000
6283,2023-02-19,ZB,1:남성,2023,01_시즌,당해년도,봄,수트,수트팬츠,수트_수트팬츠_ZB,20.805243161094225,26448920,241,6495632,33499000
6284,2023-02-19,ZB,1:남성,2023,01_시즌,당해년도,봄,스웨터,라운드,스웨터_라운드_ZB,46.77109850888821,46630874,797,10141305,87590300
6285,2023-02-19,ZB,1:남성,2023,01_시즌,당해년도,봄,스웨터,오픈형(CARDIGAN),스웨터_오픈형(CARDIGAN)_ZB,47.23739382813457,22857192,236,4003443,43516400
6287,2023-02-19,ZB,1:남성,2023,01_시즌,당해년도,봄,점퍼,패딩점퍼,점퍼_패딩점퍼_ZB,52.39002060741191,14093030,99,2859878,29601000
6288,2023-02-19,ZB,1:남성,2023,01_시즌,당해년도,봄,코트,싱글코트,코트_싱글코트_ZB,48.57792786334589,33023000,179,7088905,64261000
6289,2023-02-19,ZB,1:남성,2023,01_시즌,당해년도,사계절,니트 셔츠,라운드,니트 셔츠_라운드_ZB,63.92348193863018,13374864,464,3447421,37073600
6291,2023-02-19,ZB,1:남성,2023,01_시즌,당해년도,사계절,데님,데님팬츠,데님_데님팬츠_ZB,34.15209875109624,15491900,230,4095483,24377000
6292,2023-02-19,ZB,1:남성,2023,01_시즌,당해년도,사계절,수트,블레이져(수트),수트_블레이져(수트)_ZB,21.190213624996236,83284040,410,17716519,106190000
6293,2023-02-19,ZB,1:남성,2023,01_시즌,당해년도,사계절,수트,수트팬츠,수트_수트팬츠_ZB,21.416786783457148,46350940,427,9068591,59353000
6294,2023-02-19,ZB,1:남성,2023,01_시즌,당해년도,사계절,우븐 셔츠,드레스셔츠,우븐 셔츠_드레스셔츠_ZB,45.23828726842064,85646040,2269,15920562,158603100
6295,2023-02-19,ZB,1:남성,2023,01_시즌,당해년도,사계절,자켓,싱글재킷,자켓_싱글재킷_ZB,38.3177570093458,15774000,107,3630990,25573000
6297,2023-02-19,ZB,1:남성,2023,01_시즌,당해년도,여름,수트,블레이져(수트),수트_블레이져(수트)_ZB,20.42178308188297,127236340,620,35976972,160580000
6298,2023-02-19,ZB,1:남성,2023,01_시즌,당해년도,여름,수트,수트팬츠,수트_수트팬츠_ZB,20.516209613336265,79649780,723,21734856,100497000
6299,2023-02-19,ZB,1:남성,2023,01_시즌,당해년도,여름,우븐 셔츠,드레스셔츠,우븐 셔츠_드레스셔츠_ZB,0.0,0,0,0,0
6318,2023-02-26,ZA,3:남녀공용,2023,01_시즌,당해년도,봄,우븐 셔츠,캐쥬얼셔츠,우븐 셔츠_캐쥬얼셔츠_ZA,56.89127383054839,951970,17,201155,2208300
6319,2023-02-26,ZA,3:남녀공용,2023,01_시즌,당해년도,여름,우븐 셔츠,캐쥬얼셔츠,우븐 셔츠_캐쥬얼셔츠_ZA,52.38526393171456,12064745,230,2226473,25107000
6320,2023-02-26,ZB,1:남성,2023,01_시즌,당해년도,봄,수트,블레이져(수트),수트_블레이져(수트)_ZB,21.996189558836743,33840360,167,8730244,43253000
6321,2023-02-26,ZB,1:남성,2023,01_시즌,당해년도,봄,수트,수트팬츠,수트_수트팬츠_ZB,21.93379437181646,18516960,170,4655071,23630000
6322,2023-02-26,ZB,1:남성,2023,01_시즌,당해년도,봄,스웨터,라운드,스웨터_라운드_ZB,46.83934735614628,48792642,835,10547675,91766500
6323,2023-02-26,ZB,1:남성,2023,01_시즌,당해년도,봄,스웨터,오픈형(CARDIGAN),스웨터_오픈형(CARDIGAN)_ZB,47.46466817338266,17368097,180,3035747,33072000
6325,2023-02-26,ZB,1:남성,2023,01_시즌,당해년도,봄,점퍼,패딩점퍼,점퍼_패딩점퍼_ZB,50.71077914034436,19895594,135,3901004,40365000
6326,2023-02-26,ZB,1:남성,2023,01_시즌,당해년도,봄,코트,싱글코트,코트_싱글코트_ZB,48.41344798584535,25107264,136,5443041,48824000
6327,2023-02-26,ZB,1:남성,2023,01_시즌,당해년도,사계절,니트 셔츠,라운드,니트 셔츠_라운드_ZB,64.2793015751799,15155185,531,3945216,42426900
6329,2023-02-26,ZB,1:남성,2023,01_시즌,당해년도,사계절,데님,데님팬츠,데님_데님팬츠_ZB,34.809256552321784,12465750,184,3281680,19411600
6330,2023-02-26,ZB,1:남성,2023,01_시즌,당해년도,사계절,수트,블레이져(수트),수트_블레이져(수트)_ZB,21.68826189483233,66023700,327,14188087,84693000
6331,2023-02-26,ZB,1:남성,2023,01_시즌,당해년도,사계절,수트,수트팬츠,수트_수트팬츠_ZB,21.21686280319374,38063140,349,7443826,48511000
6332,2023-02-26,ZB,1:남성,2023,01_시즌,당해년도,사계절,우븐 셔츠,드레스셔츠,우븐 셔츠_드레스셔츠_ZB,44.4589755869871,72792890,1872,13072291,130852800
6333,2023-02-26,ZB,1:남성,2023,01_시즌,당해년도,사계절,자켓,싱글재킷,자켓_싱글재킷_ZB,37.28907076187411,13639000,91,3088038,21749000
6335,2023-02-26,ZB,1:남성,2023,01_시즌,당해년도,여름,수트,블레이져(수트),수트_블레이져(수트)_ZB,21.138517369353607,111728540,548,31850820,141932000
6336,2023-02-26,ZB,1:남성,2023,01_시즌,당해년도,여름,수트,수트팬츠,수트_수트팬츠_ZB,21.160081483224324,70578470,645,19410693,89655000
6337,2023-02-26,ZB,1:남성,2023,01_시즌,당해년도,여름,우븐 셔츠,드레스셔츠,우븐 셔츠_드레스셔츠_ZB,44.134000953743445,11715100,300,1814296,20970000
6358,2023-03-05,ZA,3:남녀공용,2023,01_시즌,당해년도,봄,우븐 셔츠,캐쥬얼셔츠,우븐 셔츠_캐쥬얼셔츠_ZA,62.38050248442858,2150180,44,520636,5715600
6359,2023-03-05,ZA,3:남녀공용,2023,01_시즌,당해년도,여름,우븐 셔츠,캐쥬얼셔츠,우븐 셔츠_캐쥬얼셔츠_ZA,52.94019095595141,16218800,311,3058343,34188900
6360,2023-03-05,ZB,1:남성,2023,01_시즌,당해년도,봄,수트,블레이져(수트),수트_블레이져(수트)_ZB,21.62929485838118,52012380,257,13577506,66563000
6361,2023-03-05,ZB,1:남성,2023,01_시즌,당해년도,봄,수트,수트팬츠,수트_수트팬츠_ZB,21.719971001221,29306760,270,7442096,37530000
6362,2023-03-05,ZB,1:남성,2023,01_시즌,당해년도,봄,스웨터,라운드,스웨터_라운드_ZB,49.809612911054096,66596537,1213,15410321,133308700
6363,2023-03-05,ZB,1:남성,2023,01_시즌,당해년도,봄,스웨터,오픈형(CARDIGAN),스웨터_오픈형(CARDIGAN)_ZB,52.38534182616343,32555147,371,6175890,67622900
6365,2023-03-05,ZB,1:남성,2023,01_시즌,당해년도,봄,점퍼,패딩점퍼,점퍼_패딩점퍼_ZB,56.00766795467091,27096637,206,5950939,61594000
6366,2023-03-05,ZB,1:남성,2023,01_시즌,당해년도,봄,코트,싱글코트,코트_싱글코트_ZB,51.12483269268526,56814582,323,12819076,115957000
6367,2023-03-05,ZB,1:남성,2023,01_시즌,당해년도,사계절,니트 셔츠,라운드,니트 셔츠_라운드_ZB,63.78618034910272,29831822,1031,7660109,82376900
6369,2023-03-05,ZB,1:남성,2023,01_시즌,당해년도,사계절,데님,데님팬츠,데님_데님팬츠_ZB,35.570911239266856,21652304,324,5805676,34017600
6370,2023-03-05,ZB,1:남성,2023,01_시즌,당해년도,사계절,수트,블레이져(수트),수트_블레이져(수트)_ZB,22.780913840349427,86909630,435,19469415,112665000
6371,2023-03-05,ZB,1:남성,2023,01_시즌,당해년도,사계절,수트,수트팬츠,수트_수트팬츠_ZB,22.87571297009629,48779206,454,10267581,63106000
6372,2023-03-05,ZB,1:남성,2023,01_시즌,당해년도,사계절,우븐 셔츠,드레스셔츠,우븐 셔츠_드레스셔츠_ZB,45.55260969008018,83547310,2207,15943393,154269300
6373,2023-03-05,ZB,1:남성,2023,01_시즌,당해년도,사계절,자켓,싱글재킷,자켓_싱글재킷_ZB,37.75772546251953,24694000,166,5633124,39674000
6375,2023-03-05,ZB,1:남성,2023,01_시즌,당해년도,여름,니트 셔츠,라운드,니트 셔츠_라운드_ZB,0.0,0,0,0,0
6376,2023-03-05,ZB,1:남성,2023,01_시즌,당해년도,여름,수트,블레이져(수트),수트_블레이져(수트)_ZB,21.992846258568715,156739300,778,45248421,201502000
6377,2023-03-05,ZB,1:남성,2023,01_시즌,당해년도,여름,수트,수트팬츠,수트_수트팬츠_ZB,21.93022999781993,93702360,866,26114978,120374000
6378,2023-03-05,ZB,1:남성,2023,01_시즌,당해년도,여름,우븐 셔츠,드레스셔츠,우븐 셔츠_드레스셔츠_ZB,44.31598248477386,52507300,1349,8158282,94295100
6400,2023-03-12,ZA,3:남녀공용,2023,01_시즌,당해년도,봄,우븐 셔츠,캐쥬얼셔츠,우븐 셔츠_캐쥬얼셔츠_ZA,62.05880862591477,3893563,79,934778,10262100
6401,2023-03-12,ZA,3:남녀공용,2023,01_시즌,당해년도,여름,우븐 셔츠,캐쥬얼셔츠,우븐 셔츠_캐쥬얼셔츠_ZA,49.04448464030471,19117550,352,3778511,39214800
6402,2023-03-12,ZB,1:남성,2023,01_시즌,당해년도,봄,수트,블레이져(수트),수트_블레이져(수트)_ZB,25.73301282051282,34250160,182,9837797,47138000
6403,2023-03-12,ZB,1:남성,2023,01_시즌,당해년도,봄,수트,수트팬츠,수트_수트팬츠_ZB,25.672272727272727,18770560,186,5271797,25854000
6404,2023-03-12,ZB,1:남성,2023,01_시즌,당해년도,봄,스웨터,라운드,스웨터_라운드_ZB,47.33519479032328,55836568,962,12456908,105723800
6405,2023-03-12,ZB,1:남성,2023,01_시즌,당해년도,봄,스웨터,오픈형(CARDIGAN),스웨터_오픈형(CARDIGAN)_ZB,50.29006135510106,29784990,326,5483162,59797400
6407,2023-03-12,ZB,1:남성,2023,01_시즌,당해년도,봄,점퍼,패딩점퍼,점퍼_패딩점퍼_ZB,70.55463127683294,12413873,141,4073421,42159000
6408,2023-03-12,ZB,1:남성,2023,01_시즌,당해년도,봄,코트,싱글코트,코트_싱글코트_ZB,62.82470001682931,44986384,338,13598386,121342000
6409,2023-03-12,ZB,1:남성,2023,01_시즌,당해년도,사계절,니트 셔츠,라운드,니트 셔츠_라운드_ZB,64.01725317976059,24236431,843,6263309,67355700
6411,2023-03-12,ZB,1:남성,2023,01_시즌,당해년도,사계절,데님,데님팬츠,데님_데님팬츠_ZB,34.07683750294996,18346775,270,4845582,28303000
6412,2023-03-12,ZB,1:남성,2023,01_시즌,당해년도,사계절,수트,블레이져(수트),수트_블레이져(수트)_ZB,24.931935086575383,67554970,364,16655429,94276000
6413,2023-03-12,ZB,1:남성,2023,01_시즌,당해년도,사계절,수트,수트팬츠,수트_수트팬츠_ZB,23.93158694503171,39477390,395,9188177,54905000
6414,2023-03-12,ZB,1:남성,2023,01_시즌,당해년도,사계절,우븐 셔츠,드레스셔츠,우븐 셔츠_드레스셔츠_ZB,44.88910947953999,73926885,1915,13895262,133858500
6415,2023-03-12,ZB,1:남성,2023,01_시즌,당해년도,사계절,자켓,싱글재킷,자켓_싱글재킷_ZB,38.20773368890524,13439200,91,3088038,21749000
6417,2023-03-12,ZB,1:남성,2023,01_시즌,당해년도,여름,니트 셔츠,라운드,니트 셔츠_라운드_ZB,26.665317830902605,28491850,631,3569079,37796900
6418,2023-03-12,ZB,1:남성,2023,01_시즌,당해년도,여름,수트,블레이져(수트),수트_블레이져(수트)_ZB,21.42561523557383,134187900,657,37997035,170163000
6419,2023-03-12,ZB,1:남성,2023,01_시즌,당해년도,여름,수트,수트팬츠,수트_수트팬츠_ZB,21.28408373057961,84475860,769,23003171,106891000
6420,2023-03-12,ZB,1:남성,2023,01_시즌,당해년도,여름,스웨터,라운드,스웨터_라운드_ZB,0.0,0,0,0,0
6421,2023-03-12,ZB,1:남성,2023,01_시즌,당해년도,여름,우븐 셔츠,드레스셔츠,우븐 셔츠_드레스셔츠_ZB,44.29246621501791,9423375,242,1463532,16915800
6440,2023-03-19,ZA,1:남성,2023,01_시즌,당해년도,여름,우븐 셔츠,캐쥬얼셔츠,우븐 셔츠_캐쥬얼셔츠_ZA,0.0,0,0,0,0
6444,2023-03-19,ZA,3:남녀공용,2023,01_시즌,당해년도,봄,우븐 셔츠,캐쥬얼셔츠,우븐 셔츠_캐쥬얼셔츠_ZA,62.86449984150704,3280253,68,804620,8833200
6445,2023-03-19,ZA,3:남녀공용,2023,01_시즌,당해년도,여름,우븐 셔츠,캐쥬얼셔츠,우븐 셔츠_캐쥬얼셔츠_ZA,49.14683917647736,18273600,337,3663043,38106300
6446,2023-03-19,ZB,1:남성,2023,01_시즌,당해년도,봄,수트,블레이져(수트),수트_블레이져(수트)_ZB,25.153508771929825,28412300,148,7895657,38332000
6447,2023-03-19,ZB,1:남성,2023,01_시즌,당해년도,봄,수트,수트팬츠,수트_수트팬츠_ZB,24.66348039215686,15998900,156,4383384,21684000
6448,2023-03-19,ZB,1:남성,2023,01_시즌,당해년도,봄,스웨터,라운드,스웨터_라운드_ZB,51.54058594607807,39175289,743,9576456,81655700
6449,2023-03-19,ZB,1:남성,2023,01_시즌,당해년도,봄,스웨터,오픈형(CARDIGAN),스웨터_오픈형(CARDIGAN)_ZB,63.76386040377804,46103490,695,11391558,125490500
6451,2023-03-19,ZB,1:남성,2023,01_시즌,당해년도,봄,점퍼,패딩점퍼,점퍼_패딩점퍼_ZB,69.42142357765054,16183100,177,5114216,52923000
6452,2023-03-19,ZB,1:남성,2023,01_시즌,당해년도,봄,코트,싱글코트,코트_싱글코트_ZB,62.54679476247324,43194780,322,12989310,115598000
6453,2023-03-19,ZB,1:남성,2023,01_시즌,당해년도,사계절,니트 셔츠,라운드,니트 셔츠_라운드_ZB,63.93451616871517,26972077,936,6954279,74786400
6455,2023-03-19,ZB,1:남성,2023,01_시즌,당해년도,사계절,데님,데님팬츠,데님_데님팬츠_ZB,34.18422888156413,18357950,272,4889385,28582800
6456,2023-03-19,ZB,1:남성,2023,01_시즌,당해년도,사계절,수트,블레이져(수트),수트_블레이져(수트)_ZB,25.883936152148078,62411230,341,15604178,88319000
6457,2023-03-19,ZB,1:남성,2023,01_시즌,당해년도,사계절,수트,수트팬츠,수트_수트팬츠_ZB,26.12315818737837,36404100,371,8629397,51569000
6458,2023-03-19,ZB,1:남성,2023,01_시즌,당해년도,사계절,우븐 셔츠,드레스셔츠,우븐 셔츠_드레스셔츠_ZB,44.65373701004236,60505902,1562,11408883,109183800
6459,2023-03-19,ZB,1:남성,2023,01_시즌,당해년도,사계절,자켓,싱글재킷,자켓_싱글재킷_ZB,37.32664728991664,19622400,131,4445417,31309000
6461,2023-03-19,ZB,1:남성,2023,01_시즌,당해년도,여름,니트 셔츠,라운드,니트 셔츠_라운드_ZB,30.817677404322595,30088510,722,4255837,43247800
6462,2023-03-19,ZB,1:남성,2023,01_시즌,당해년도,여름,수트,블레이져(수트),수트_블레이져(수트)_ZB,21.115135562084514,153441960,752,43274980,194768000
6463,2023-03-19,ZB,1:남성,2023,01_시즌,당해년도,여름,수트,수트팬츠,수트_수트팬츠_ZB,21.03877813010311,91050560,829,24628468,115231000
6464,2023-03-19,ZB,1:남성,2023,01_시즌,당해년도,여름,스웨터,T-에리,스웨터_T-에리_ZB,0.0,0,0,0,0
6465,2023-03-19,ZB,1:남성,2023,01_시즌,당해년도,여름,스웨터,라운드,스웨터_라운드_ZB,34.40900227537659,24588950,417,5120474,37488300
6466,2023-03-19,ZB,1:남성,2023,01_시즌,당해년도,여름,우븐 셔츠,드레스셔츠,우븐 셔츠_드레스셔츠_ZB,44.31351251988075,34837745,895,5412648,62560500
6485,2023-03-26,ZA,1:남성,2023,01_시즌,당해년도,여름,우븐 셔츠,캐쥬얼셔츠,우븐 셔츠_캐쥬얼셔츠_ZA,0.0,0,0,0,0
6489,2023-03-26,ZA,3:남녀공용,2023,01_시즌,당해년도,봄,우븐 셔츠,캐쥬얼셔츠,우븐 셔츠_캐쥬얼셔츠_ZA,62.4496662854922,5024122,103,1218762,13379700
6490,2023-03-26,ZA,3:남녀공용,2023,01_시즌,당해년도,여름,우븐 셔츠,캐쥬얼셔츠,우븐 셔츠_캐쥬얼셔츠_ZA,49.30122934911021,21394800,396,4281922,44750400
6491,2023-03-26,ZB,1:남성,2023,01_시즌,당해년도,봄,수트,블레이져(수트),수트_블레이져(수트)_ZB,25.467032967032967,29927450,162,8793110,41958000
6492,2023-03-26,ZB,1:남성,2023,01_시즌,당해년도,봄,수트,수트팬츠,수트_수트팬츠_ZB,25.42027598710717,17722500,177,5022214,24603000
6493,2023-03-26,ZB,1:남성,2023,01_시즌,당해년도,봄,스웨터,라운드,스웨터_라운드_ZB,55.060995436336654,30593795,624,8040247,68577600
6494,2023-03-26,ZB,1:남성,2023,01_시즌,당해년도,봄,스웨터,오픈형(CARDIGAN),스웨터_오픈형(CARDIGAN)_ZB,64.82025134893456,40732460,631,10269589,113446900
6496,2023-03-26,ZB,1:남성,2023,01_시즌,당해년도,봄,점퍼,패딩점퍼,점퍼_패딩점퍼_ZB,70.24696549473856,7294849,82,2369881,24518000
6497,2023-03-26,ZB,1:남성,2023,01_시즌,당해년도,봄,코트,싱글코트,코트_싱글코트_ZB,65.24002044288314,42040454,337,13768452,120983000
6498,2023-03-26,ZB,1:남성,2023,01_시즌,당해년도,사계절,니트 셔츠,라운드,니트 셔츠_라운드_ZB,63.78103581858275,15192950,525,3900638,41947500
6500,2023-03-26,ZB,1:남성,2023,01_시즌,당해년도,사계절,데님,데님팬츠,데님_데님팬츠_ZB,34.19355391698076,20226195,299,5401681,31220100
6501,2023-03-26,ZB,1:남성,2023,01_시즌,당해년도,사계절,수트,블레이져(수트),수트_블레이져(수트)_ZB,26.90468583599574,60530890,334,15457324,86506000
6502,2023-03-26,ZB,1:남성,2023,01_시즌,당해년도,사계절,수트,수트팬츠,수트_수트팬츠_ZB,26.95971802618328,34174540,352,8289841,48928000
